Datum,Umsatz,Brot,Broetchen,Croissant,Konditorei,Kuchen,Saisonbrot
2017-09-01,134.901921529808,1,0,0,0,0,0
2017-09-02,148.15323696572,1,0,0,0,0,0
2017-09-03,55.222134167446,1,0,0,0,0,0
2017-09-04,122.215195768898,1,0,0,0,0,0
2017-09-05,128.680505002769,1,0,0,0,0,0
2017-09-06,86.9985590667094,1,0,0,0,0,0
2017-09-07,144.563178397192,1,0,0,0,0,0
2017-09-08,129.928072228573,1,0,0,0,0,0
2017-09-09,113.451966800961,1,0,0,0,0,0
2017-09-10,83.9548556625671,1,0,0,0,0,0
2017-09-11,148.173580794396,1,0,0,0,0,0
2017-09-12,80.7563950180735,1,0,0,0,0,0
2017-09-13,103.419606846606,1,0,0,0,0,0
2017-09-14,124.528915578366,1,0,0,0,0,0
2017-09-15,177.095117317774,1,0,0,0,0,0
2017-09-16,237.243301445744,1,0,0,0,0,0
2017-09-17,82.0164448112146,1,0,0,0,0,0
2017-09-18,135.443041598007,1,0,0,0,0,0
2017-09-19,127.007001847412,1,0,0,0,0,0
2017-09-20,99.1792684718788,1,0,0,0,0,0
2017-09-21,134.427589001166,1,0,0,0,0,0
2017-09-22,175.906900532966,1,0,0,0,0,0
2017-09-23,179.921676845873,1,0,0,0,0,0
2017-09-24,101.793277925589,1,0,0,0,0,0
2017-09-25,129.709113092244,1,0,0,0,0,0
2017-09-26,151.541843015799,1,0,0,0,0,0
2017-09-27,116.379484184452,1,0,0,0,0,0
2017-09-28,146.167521804,1,0,0,0,0,0
2017-09-29,112.98521998769,1,0,0,0,0,0
2017-09-30,161.771261258553,1,0,0,0,0,0
2017-10-01,60.9824772636814,1,0,0,0,0,0
2017-10-02,179.554452580413,1,0,0,0,0,0
2017-10-03,66.3554760876056,1,0,0,0,0,0
2017-10-04,125.991807553769,1,0,0,0,0,0
2017-10-05,146.081884421956,1,0,0,0,0,0
2017-10-06,143.098736564958,1,0,0,0,0,0
2017-10-07,167.83160335014,1,0,0,0,0,0
2017-10-08,86.952830438685,1,0,0,0,0,0
2017-10-09,191.429657344589,1,0,0,0,0,0
2017-10-10,121.017707851263,1,0,0,0,0,0
2017-10-11,114.734152340098,1,0,0,0,0,0
2017-10-12,107.921714219622,1,0,0,0,0,0
2017-10-13,118.292462064717,1,0,0,0,0,0
2017-10-14,108.712927737647,1,0,0,0,0,0
2017-10-15,67.7430137509284,1,0,0,0,0,0
2017-10-16,108.129612539979,1,0,0,0,0,0
2017-10-17,77.2429740379052,1,0,0,0,0,0
2017-10-18,107.716445777842,1,0,0,0,0,0
2017-10-19,102.017092600254,1,0,0,0,0,0
2017-10-20,117.637336559248,1,0,0,0,0,0
2017-10-21,113.579118312875,1,0,0,0,0,0
2017-10-22,102.271847780682,1,0,0,0,0,0
2017-10-24,101.985508618079,1,0,0,0,0,0
2017-10-25,112.868099610742,1,0,0,0,0,0
2017-10-26,121.902300059386,1,0,0,0,0,0
2017-10-27,176.844444234551,1,0,0,0,0,0
2017-10-28,111.918783184116,1,0,0,0,0,0
2017-10-29,66.1429955598758,1,0,0,0,0,0
2017-10-30,203.761620898018,1,0,0,0,0,0
2017-11-01,159.909558679611,1,0,0,0,0,0
2017-11-02,121.440397431826,1,0,0,0,0,0
2017-11-03,117.326070326731,1,0,0,0,0,0
2017-11-04,133.795153821829,1,0,0,0,0,0
2017-11-05,79.0166720053485,1,0,0,0,0,0
2017-11-06,111.224695011903,1,0,0,0,0,0
2017-11-07,83.177904930265,1,0,0,0,0,0
2017-11-08,79.2557790596025,1,0,0,0,0,0
2017-11-09,120.473812071173,1,0,0,0,0,0
2017-11-10,114.106926212154,1,0,0,0,0,0
2017-11-11,119.214846609495,1,0,0,0,0,0
2017-11-12,81.7069031241421,1,0,0,0,0,0
2017-11-13,146.465618425215,1,0,0,0,0,0
2017-11-14,91.0963595190131,1,0,0,0,0,0
2017-11-15,107.455887247399,1,0,0,0,0,0
2017-11-16,125.49889208889,1,0,0,0,0,0
2017-11-17,141.616201864242,1,0,0,0,0,0
2017-11-18,89.6760956045913,1,0,0,0,0,0
2017-11-19,121.373340644802,1,0,0,0,0,0
2017-11-20,100.7324918034,1,0,0,0,0,0
2017-11-21,90.5174834878254,1,0,0,0,0,0
2017-11-22,84.7248904082783,1,0,0,0,0,0
2017-11-23,86.6235738346552,1,0,0,0,0,0
2017-11-24,102.704961608739,1,0,0,0,0,0
2017-11-25,100.894643188864,1,0,0,0,0,0
2017-11-26,56.1839609734841,1,0,0,0,0,0
2017-11-27,108.488785532168,1,0,0,0,0,0
2017-11-28,82.6450051477415,1,0,0,0,0,0
2017-11-29,70.8933590937057,1,0,0,0,0,0
2017-11-30,151.851067390839,1,0,0,0,0,0
2017-12-01,81.7634785538538,1,0,0,0,0,0
2017-12-02,127.082516714906,1,0,0,0,0,0
2017-12-03,77.1376298618811,1,0,0,0,0,0
2017-12-04,132.405506118959,1,0,0,0,0,0
2017-12-05,98.6865740402869,1,0,0,0,0,0
2017-12-06,87.2168769966415,1,0,0,0,0,0
2017-12-07,121.022930614205,1,0,0,0,0,0
2017-12-08,90.723222063322,1,0,0,0,0,0
2017-12-09,109.566700891337,1,0,0,0,0,0
2017-12-10,46.1034350972905,1,0,0,0,0,0
2017-12-11,64.1114917289524,1,0,0,0,0,0
2017-12-12,104.188888422736,1,0,0,0,0,0
2017-12-13,71.0846835326617,1,0,0,0,0,0
2017-12-14,147.585568185835,1,0,0,0,0,0
2017-12-15,107.055312628908,1,0,0,0,0,0
2017-12-16,111.764487162802,1,0,0,0,0,0
2017-12-17,54.2108446777326,1,0,0,0,0,0
2017-12-18,132.343297226153,1,0,0,0,0,0
2017-12-19,114.954215428736,1,0,0,0,0,0
2017-12-20,95.0575238589803,1,0,0,0,0,0
2017-12-21,123.510947305391,1,0,0,0,0,0
2017-12-22,132.34052838286,1,0,0,0,0,0
2017-12-23,216.986006515356,1,0,0,0,0,0
2017-12-24,168.227885876022,1,0,0,0,0,0
2017-12-27,104.582475428322,1,0,0,0,0,0
2013-07-01,535.856284785361,0,1,0,0,0,0
2013-07-02,546.780787392297,0,1,0,0,0,0
2013-07-03,427.343258749983,0,1,0,0,0,0
2013-07-04,454.859641347987,0,1,0,0,0,0
2013-07-05,492.818804066088,0,1,0,0,0,0
2013-07-06,631.906068038484,0,1,0,0,0,0
2013-07-07,695.25572963054,0,1,0,0,0,0
2013-07-08,538.529249911711,0,1,0,0,0,0
2013-07-09,585.957264698849,0,1,0,0,0,0
2013-07-10,567.365764527953,0,1,0,0,0,0
2013-07-11,569.109374584873,0,1,0,0,0,0
2013-07-12,600.267914678783,0,1,0,0,0,0
2013-07-13,747.140776382576,0,1,0,0,0,0
2013-07-14,777.048841669282,0,1,0,0,0,0
2013-07-15,596.995099998235,0,1,0,0,0,0
2013-07-16,558.797138274201,0,1,0,0,0,0
2013-07-17,628.325718978073,0,1,0,0,0,0
2013-07-18,647.822253705942,0,1,0,0,0,0
2013-07-19,646.788959790823,0,1,0,0,0,0
2013-07-20,843.051280035386,0,1,0,0,0,0
2013-07-21,815.942264195776,0,1,0,0,0,0
2013-07-22,647.682748973215,0,1,0,0,0,0
2013-07-23,691.043662205889,0,1,0,0,0,0
2013-07-24,698.340862077002,0,1,0,0,0,0
2013-07-25,681.250768331783,0,1,0,0,0,0
2013-07-26,718.016648132155,0,1,0,0,0,0
2013-07-27,855.619095347599,0,1,0,0,0,0
2013-07-28,871.802546455837,0,1,0,0,0,0
2013-07-29,672.50214523923,0,1,0,0,0,0
2013-07-30,690.117757120039,0,1,0,0,0,0
2013-07-31,667.842224335937,0,1,0,0,0,0
2013-08-01,667.213719343287,0,1,0,0,0,0
2013-08-02,689.695100983376,0,1,0,0,0,0
2013-08-03,930.801703150498,0,1,0,0,0,0
2013-08-04,862.752429028985,0,1,0,0,0,0
2013-08-05,520.947179812455,0,1,0,0,0,0
2013-08-06,498.920948322354,0,1,0,0,0,0
2013-08-07,519.197204695832,0,1,0,0,0,0
2013-08-08,486.25509543792,0,1,0,0,0,0
2013-08-09,539.975155104136,0,1,0,0,0,0
2013-08-10,614.511830668785,0,1,0,0,0,0
2013-08-11,666.9113081568,0,1,0,0,0,0
2013-08-12,510.019126480035,0,1,0,0,0,0
2013-08-13,535.403212817658,0,1,0,0,0,0
2013-08-14,520.123590697437,0,1,0,0,0,0
2013-08-15,538.231262832354,0,1,0,0,0,0
2013-08-16,552.153714601025,0,1,0,0,0,0
2013-08-17,583.657434231324,0,1,0,0,0,0
2013-08-18,669.186211470815,0,1,0,0,0,0
2013-08-19,499.912512856933,0,1,0,0,0,0
2013-08-20,478.730297151576,0,1,0,0,0,0
2013-08-21,440.815636456397,0,1,0,0,0,0
2013-08-22,497.731338188322,0,1,0,0,0,0
2013-08-23,503.672089526472,0,1,0,0,0,0
2013-08-24,707.94429725517,0,1,0,0,0,0
2013-08-25,726.257649523775,0,1,0,0,0,0
2013-08-26,451.536740815421,0,1,0,0,0,0
2013-08-27,442.318352086176,0,1,0,0,0,0
2013-08-28,418.297941202801,0,1,0,0,0,0
2013-08-29,386.390267686346,0,1,0,0,0,0
2013-08-30,492.141265198519,0,1,0,0,0,0
2013-08-31,581.490537751984,0,1,0,0,0,0
2013-09-01,481.584829613001,0,1,0,0,0,0
2013-09-02,350.023432755307,0,1,0,0,0,0
2013-09-03,357.401285676803,0,1,0,0,0,0
2013-09-04,362.249371679536,0,1,0,0,0,0
2013-09-05,400.95010523182,0,1,0,0,0,0
2013-09-06,395.673296994009,0,1,0,0,0,0
2013-09-07,591.523547732665,0,1,0,0,0,0
2013-09-08,576.040699297842,0,1,0,0,0,0
2013-09-09,331.981293986457,0,1,0,0,0,0
2013-09-10,363.667829135983,0,1,0,0,0,0
2013-09-11,350.81380789681,0,1,0,0,0,0
2013-09-12,354.282593212868,0,1,0,0,0,0
2013-09-13,413.041864366013,0,1,0,0,0,0
2013-09-14,530.825102628704,0,1,0,0,0,0
2013-09-15,494.908185078447,0,1,0,0,0,0
2013-09-16,363.701917843028,0,1,0,0,0,0
2013-09-17,321.054881338889,0,1,0,0,0,0
2013-09-18,327.413713418182,0,1,0,0,0,0
2013-09-19,362.273757016504,0,1,0,0,0,0
2013-09-20,375.16829079452,0,1,0,0,0,0
2013-09-21,525.014097788583,0,1,0,0,0,0
2013-09-22,500.579617827733,0,1,0,0,0,0
2013-09-23,339.417738661045,0,1,0,0,0,0
2013-09-24,314.00466178787,0,1,0,0,0,0
2013-09-25,333.964687913619,0,1,0,0,0,0
2013-09-26,348.862509645868,0,1,0,0,0,0
2013-09-27,337.894647078396,0,1,0,0,0,0
2013-09-28,578.156874149585,0,1,0,0,0,0
2013-09-29,503.155199518292,0,1,0,0,0,0
2013-09-30,360.827106059368,0,1,0,0,0,0
2013-10-01,356.816079467772,0,1,0,0,0,0
2013-10-02,423.688173539227,0,1,0,0,0,0
2013-10-03,592.567211256288,0,1,0,0,0,0
2013-10-04,501.347948785726,0,1,0,0,0,0
2013-10-05,532.496621420318,0,1,0,0,0,0
2013-10-06,534.597184990357,0,1,0,0,0,0
2013-10-07,372.452301813743,0,1,0,0,0,0
2013-10-08,324.616615610371,0,1,0,0,0,0
2013-10-09,369.540618454844,0,1,0,0,0,0
2013-10-10,349.149490881751,0,1,0,0,0,0
2013-10-11,349.112977802115,0,1,0,0,0,0
2013-10-12,425.070804590291,0,1,0,0,0,0
2013-10-13,452.275706400622,0,1,0,0,0,0
2013-10-14,328.255116835268,0,1,0,0,0,0
2013-10-15,354.885414944464,0,1,0,0,0,0
2013-10-16,324.757529273156,0,1,0,0,0,0
2013-10-17,324.982641344802,0,1,0,0,0,0
2013-10-18,321.70990029733,0,1,0,0,0,0
2013-10-19,379.7774092487,0,1,0,0,0,0
2013-10-20,437.66111375148,0,1,0,0,0,0
2013-10-21,312.390458346719,0,1,0,0,0,0
2013-10-22,367.731628638611,0,1,0,0,0,0
2013-10-23,339.191026703081,0,1,0,0,0,0
2013-10-24,347.147339698928,0,1,0,0,0,0
2013-10-25,331.531922475238,0,1,0,0,0,0
2013-10-26,403.176380323358,0,1,0,0,0,0
2013-10-27,541.86792448218,0,1,0,0,0,0
2013-10-28,358.47390890485,0,1,0,0,0,0
2013-10-29,343.382554561478,0,1,0,0,0,0
2013-10-30,315.521819776895,0,1,0,0,0,0
2013-10-31,297.251141804671,0,1,0,0,0,0
2013-11-01,336.018177940212,0,1,0,0,0,0
2013-11-02,433.411475491698,0,1,0,0,0,0
2013-11-03,549.620047848044,0,1,0,0,0,0
2013-11-04,269.386056106044,0,1,0,0,0,0
2013-11-05,247.501683917765,0,1,0,0,0,0
2013-11-06,273.952220004938,0,1,0,0,0,0
2013-11-07,276.67098423661,0,1,0,0,0,0
2013-11-08,270.935184532938,0,1,0,0,0,0
2013-11-09,391.257430539666,0,1,0,0,0,0
2013-11-10,554.358848899602,0,1,0,0,0,0
2013-11-11,277.910909861899,0,1,0,0,0,0
2013-11-12,257.306498146673,0,1,0,0,0,0
2013-11-13,253.679516784304,0,1,0,0,0,0
2013-11-14,252.672301244525,0,1,0,0,0,0
2013-11-15,261.631579072909,0,1,0,0,0,0
2013-11-16,388.456732659322,0,1,0,0,0,0
2013-11-17,585.360633461221,0,1,0,0,0,0
2013-11-18,271.38800449289,0,1,0,0,0,0
2013-11-19,256.059323867932,0,1,0,0,0,0
2013-11-20,254.568609014357,0,1,0,0,0,0
2013-11-21,265.659732396587,0,1,0,0,0,0
2013-11-22,264.858352033057,0,1,0,0,0,0
2013-11-23,371.973598822071,0,1,0,0,0,0
2013-11-24,563.703199691435,0,1,0,0,0,0
2013-11-25,243.739175008053,0,1,0,0,0,0
2013-11-26,270.066780638125,0,1,0,0,0,0
2013-11-27,249.98388856265,0,1,0,0,0,0
2013-11-28,245.157903548545,0,1,0,0,0,0
2013-11-29,270.604986736201,0,1,0,0,0,0
2013-11-30,364.558396204025,0,1,0,0,0,0
2013-12-01,584.644687013588,0,1,0,0,0,0
2013-12-02,278.664927166837,0,1,0,0,0,0
2013-12-03,247.82662169358,0,1,0,0,0,0
2013-12-04,267.381898238725,0,1,0,0,0,0
2013-12-05,270.133710033378,0,1,0,0,0,0
2013-12-06,242.429691903367,0,1,0,0,0,0
2013-12-07,330.405150816589,0,1,0,0,0,0
2013-12-08,502.371531950746,0,1,0,0,0,0
2013-12-09,224.635145960176,0,1,0,0,0,0
2013-12-10,257.948246753247,0,1,0,0,0,0
2013-12-11,258.730733034518,0,1,0,0,0,0
2013-12-12,246.420486617343,0,1,0,0,0,0
2013-12-13,215.102454376754,0,1,0,0,0,0
2013-12-14,327.613078777548,0,1,0,0,0,0
2013-12-15,564.33503068692,0,1,0,0,0,0
2013-12-16,230.285819128034,0,1,0,0,0,0
2013-12-17,261.524378936327,0,1,0,0,0,0
2013-12-18,241.880289555687,0,1,0,0,0,0
2013-12-19,265.154110289682,0,1,0,0,0,0
2013-12-20,273.618541350621,0,1,0,0,0,0
2013-12-21,354.063657483224,0,1,0,0,0,0
2013-12-22,463.81219748514,0,1,0,0,0,0
2013-12-23,430.94267042062,0,1,0,0,0,0
2013-12-24,531.778119659333,0,1,0,0,0,0
2013-12-27,433.889713549154,0,1,0,0,0,0
2013-12-29,510.015069971101,0,1,0,0,0,0
2013-12-30,494.782420691912,0,1,0,0,0,0
2013-12-31,586.131309693688,0,1,0,0,0,0
2014-01-02,449.418219323415,0,1,0,0,0,0
2014-01-03,405.814478197605,0,1,0,0,0,0
2014-01-04,408.762961257816,0,1,0,0,0,0
2014-01-05,529.982266493949,0,1,0,0,0,0
2014-01-06,299.874480982131,0,1,0,0,0,0
2014-01-07,296.549615645128,0,1,0,0,0,0
2014-01-08,258.406939246541,0,1,0,0,0,0
2014-01-09,260.439674899334,0,1,0,0,0,0
2014-01-10,286.482721735479,0,1,0,0,0,0
2014-01-11,384.22983618022,0,1,0,0,0,0
2014-01-12,582.354079603658,0,1,0,0,0,0
2014-01-13,251.321752602056,0,1,0,0,0,0
2014-01-14,305.619039555862,0,1,0,0,0,0
2014-01-15,266.688234496087,0,1,0,0,0,0
2014-01-16,280.275781868982,0,1,0,0,0,0
2014-01-17,257.771904141454,0,1,0,0,0,0
2014-01-18,357.4107536578,0,1,0,0,0,0
2014-01-19,519.732257703175,0,1,0,0,0,0
2014-01-20,273.490861004483,0,1,0,0,0,0
2014-01-21,259.272175875601,0,1,0,0,0,0
2014-01-22,241.123430544226,0,1,0,0,0,0
2014-01-23,263.978251498374,0,1,0,0,0,0
2014-01-24,261.219962431997,0,1,0,0,0,0
2014-01-25,351.252465656399,0,1,0,0,0,0
2014-01-26,483.659434750003,0,1,0,0,0,0
2014-01-27,228.4378109063,0,1,0,0,0,0
2014-01-28,297.344059006804,0,1,0,0,0,0
2014-01-29,230.305934307389,0,1,0,0,0,0
2014-01-30,268.187299324192,0,1,0,0,0,0
2014-01-31,286.654898966864,0,1,0,0,0,0
2014-02-01,363.477743653721,0,1,0,0,0,0
2014-02-02,556.341089710331,0,1,0,0,0,0
2014-02-03,348.771730579887,0,1,0,0,0,0
2014-02-04,260.453691923776,0,1,0,0,0,0
2014-02-05,303.821114890027,0,1,0,0,0,0
2014-02-06,281.271370841592,0,1,0,0,0,0
2014-02-07,277.116052767499,0,1,0,0,0,0
2014-02-08,444.88120408508,0,1,0,0,0,0
2014-02-09,569.839111992589,0,1,0,0,0,0
2014-02-10,289.527230880774,0,1,0,0,0,0
2014-02-11,316.588828519672,0,1,0,0,0,0
2014-02-12,304.004411606266,0,1,0,0,0,0
2014-02-13,299.888751175176,0,1,0,0,0,0
2014-02-14,313.418025928576,0,1,0,0,0,0
2014-02-15,474.035638350371,0,1,0,0,0,0
2014-02-16,642.255713146016,0,1,0,0,0,0
2014-02-17,329.690366180098,0,1,0,0,0,0
2014-02-18,275.501866816375,0,1,0,0,0,0
2014-02-19,317.300543446827,0,1,0,0,0,0
2014-02-20,332.24034886181,0,1,0,0,0,0
2014-02-21,304.683845985775,0,1,0,0,0,0
2014-02-22,501.288627565406,0,1,0,0,0,0
2014-02-23,711.608645093162,0,1,0,0,0,0
2014-02-24,278.245512066627,0,1,0,0,0,0
2014-02-25,261.518665118435,0,1,0,0,0,0
2014-02-26,311.376704215006,0,1,0,0,0,0
2014-02-27,300.168385368184,0,1,0,0,0,0
2014-02-28,304.253089953571,0,1,0,0,0,0
2014-03-01,463.931706683171,0,1,0,0,0,0
2014-03-02,613.772072740439,0,1,0,0,0,0
2014-03-03,340.843721805049,0,1,0,0,0,0
2014-03-04,322.507407389951,0,1,0,0,0,0
2014-03-05,272.380162040079,0,1,0,0,0,0
2014-03-06,296.782446572738,0,1,0,0,0,0
2014-03-07,293.295574945633,0,1,0,0,0,0
2014-03-08,478.500223651153,0,1,0,0,0,0
2014-03-09,620.71339369779,0,1,0,0,0,0
2014-03-10,317.378702108067,0,1,0,0,0,0
2014-03-11,264.37746726286,0,1,0,0,0,0
2014-03-12,275.552175296613,0,1,0,0,0,0
2014-03-13,322.865434589691,0,1,0,0,0,0
2014-03-14,309.267472114849,0,1,0,0,0,0
2014-03-15,426.528946577857,0,1,0,0,0,0
2014-03-16,427.380944455632,0,1,0,0,0,0
2014-03-17,283.82852752228,0,1,0,0,0,0
2014-03-18,286.018793506259,0,1,0,0,0,0
2014-03-19,287.60155477635,0,1,0,0,0,0
2014-03-20,297.335857719945,0,1,0,0,0,0
2014-03-21,316.080628373637,0,1,0,0,0,0
2014-03-22,497.958416841062,0,1,0,0,0,0
2014-03-23,492.856825031606,0,1,0,0,0,0
2014-03-24,326.267041619462,0,1,0,0,0,0
2014-03-25,327.070593673512,0,1,0,0,0,0
2014-03-26,316.014621957881,0,1,0,0,0,0
2014-03-27,384.826956477695,0,1,0,0,0,0
2014-03-28,373.193892353262,0,1,0,0,0,0
2014-03-29,600.636330304354,0,1,0,0,0,0
2014-03-30,541.041022021925,0,1,0,0,0,0
2014-03-31,340.519359885231,0,1,0,0,0,0
2014-04-01,344.347041678838,0,1,0,0,0,0
2014-04-02,357.401889148184,0,1,0,0,0,0
2014-04-03,338.691456861455,0,1,0,0,0,0
2014-04-04,348.498254975841,0,1,0,0,0,0
2014-04-05,524.065479089145,0,1,0,0,0,0
2014-04-06,577.282474747519,0,1,0,0,0,0
2014-04-07,357.629946491513,0,1,0,0,0,0
2014-04-08,353.523529645886,0,1,0,0,0,0
2014-04-09,366.100231824073,0,1,0,0,0,0
2014-04-10,362.307296259006,0,1,0,0,0,0
2014-04-11,375.837949456716,0,1,0,0,0,0
2014-04-12,574.526430697981,0,1,0,0,0,0
2014-04-13,631.475800914064,0,1,0,0,0,0
2014-04-14,407.696472609752,0,1,0,0,0,0
2014-04-15,460.801074530961,0,1,0,0,0,0
2014-04-16,439.876371928798,0,1,0,0,0,0
2014-04-17,562.281813457354,0,1,0,0,0,0
2014-04-19,701.506792782752,0,1,0,0,0,0
2014-04-20,670.020496886695,0,1,0,0,0,0
2014-04-21,683.784882752709,0,1,0,0,0,0
2014-04-22,460.8751181337,0,1,0,0,0,0
2014-04-23,465.58877492787,0,1,0,0,0,0
2014-04-24,417.193979627359,0,1,0,0,0,0
2014-04-25,456.429396514049,0,1,0,0,0,0
2014-04-26,586.998427577162,0,1,0,0,0,0
2014-04-27,584.577549685164,0,1,0,0,0,0
2014-04-28,406.097160006948,0,1,0,0,0,0
2014-04-29,426.634045431234,0,1,0,0,0,0
2014-04-30,440.782783930678,0,1,0,0,0,0
2014-05-02,506.773609930646,0,1,0,0,0,0
2014-05-05,1203.43112985675,0,1,0,0,0,0
2014-05-06,350.107434330692,0,1,0,0,0,0
2014-05-07,315.890695137174,0,1,0,0,0,0
2014-05-08,366.1450783331,0,1,0,0,0,0
2014-05-09,324.860077549193,0,1,0,0,0,0
2014-05-10,478.617066120892,0,1,0,0,0,0
2014-05-11,460.682512294828,0,1,0,0,0,0
2014-05-12,328.92733265268,0,1,0,0,0,0
2014-05-13,297.999814467772,0,1,0,0,0,0
2014-05-14,314.953597620915,0,1,0,0,0,0
2014-05-15,352.418195482769,0,1,0,0,0,0
2014-05-16,422.284930999887,0,1,0,0,0,0
2014-05-17,507.850100762978,0,1,0,0,0,0
2014-05-18,598.067011591372,0,1,0,0,0,0
2014-05-19,385.830427464834,0,1,0,0,0,0
2014-05-20,345.526173706413,0,1,0,0,0,0
2014-05-21,356.727230834875,0,1,0,0,0,0
2014-05-22,402.543178395128,0,1,0,0,0,0
2014-05-23,410.166785875368,0,1,0,0,0,0
2014-05-24,524.51228527573,0,1,0,0,0,0
2014-05-25,597.047216641851,0,1,0,0,0,0
2014-05-26,387.78920418638,0,1,0,0,0,0
2014-05-27,424.223657962549,0,1,0,0,0,0
2014-05-28,440.753384253967,0,1,0,0,0,0
2014-05-29,670.064174060842,0,1,0,0,0,0
2014-05-30,543.734282137968,0,1,0,0,0,0
2014-05-31,616.245915538845,0,1,0,0,0,0
2014-06-01,676.063588454464,0,1,0,0,0,0
2014-06-02,441.052664780553,0,1,0,0,0,0
2014-06-03,416.946808829077,0,1,0,0,0,0
2014-06-04,415.711170989076,0,1,0,0,0,0
2014-06-05,390.575773242664,0,1,0,0,0,0
2014-06-06,428.95344334705,0,1,0,0,0,0
2014-06-07,753.443538177679,0,1,0,0,0,0
2014-06-08,681.186640749589,0,1,0,0,0,0
2014-06-09,808.126780736088,0,1,0,0,0,0
2014-06-10,481.25061409398,0,1,0,0,0,0
2014-06-11,400.748048990214,0,1,0,0,0,0
2014-06-12,430.923755250979,0,1,0,0,0,0
2014-06-13,469.760139519046,0,1,0,0,0,0
2014-06-14,564.16430206382,0,1,0,0,0,0
2014-06-15,625.464619964173,0,1,0,0,0,0
2014-06-16,433.505937817699,0,1,0,0,0,0
2014-06-17,419.651602758868,0,1,0,0,0,0
2014-06-18,432.574331239166,0,1,0,0,0,0
2014-06-19,429.955728270914,0,1,0,0,0,0
2014-06-20,554.710447078857,0,1,0,0,0,0
2014-06-21,691.302129885254,0,1,0,0,0,0
2014-06-22,687.127455430513,0,1,0,0,0,0
2014-06-23,511.714043984716,0,1,0,0,0,0
2014-06-24,508.608322070437,0,1,0,0,0,0
2014-06-25,517.169259136224,0,1,0,0,0,0
2014-06-26,583.733870024269,0,1,0,0,0,0
2014-06-27,595.204307059367,0,1,0,0,0,0
2014-06-28,861.858616856627,0,1,0,0,0,0
2014-06-29,770.70069957598,0,1,0,0,0,0
2014-06-30,465.370251192507,0,1,0,0,0,0
2014-07-01,394.082975399495,0,1,0,0,0,0
2014-07-02,409.989815931385,0,1,0,0,0,0
2014-07-03,417.58250524734,0,1,0,0,0,0
2014-07-04,438.323208441248,0,1,0,0,0,0
2014-07-05,576.842941856878,0,1,0,0,0,0
2014-07-06,538.601505202659,0,1,0,0,0,0
2014-07-07,464.435046624119,0,1,0,0,0,0
2014-07-08,497.86988009808,0,1,0,0,0,0
2014-07-09,494.252899710859,0,1,0,0,0,0
2014-07-10,531.353706005132,0,1,0,0,0,0
2014-07-11,574.876667537715,0,1,0,0,0,0
2014-07-12,668.279669936841,0,1,0,0,0,0
2014-07-13,755.585190097404,0,1,0,0,0,0
2014-07-14,549.516511042481,0,1,0,0,0,0
2014-07-15,544.627684283587,0,1,0,0,0,0
2014-07-16,558.201351317468,0,1,0,0,0,0
2014-07-17,601.547500290008,0,1,0,0,0,0
2014-07-18,611.760795891468,0,1,0,0,0,0
2014-07-19,758.007682186119,0,1,0,0,0,0
2014-07-20,780.884234750352,0,1,0,0,0,0
2014-07-21,603.860645292956,0,1,0,0,0,0
2014-07-22,613.026582121477,0,1,0,0,0,0
2014-07-23,588.604501791308,0,1,0,0,0,0
2014-07-24,571.880975843334,0,1,0,0,0,0
2014-07-25,570.629898893856,0,1,0,0,0,0
2014-07-26,685.499474554993,0,1,0,0,0,0
2014-07-27,782.178370436687,0,1,0,0,0,0
2014-07-28,630.170881828104,0,1,0,0,0,0
2014-07-29,613.206800202833,0,1,0,0,0,0
2014-07-30,621.013463682731,0,1,0,0,0,0
2014-07-31,600.50135887024,0,1,0,0,0,0
2014-08-01,607.946169858661,0,1,0,0,0,0
2014-08-02,792.653007246797,0,1,0,0,0,0
2014-08-03,771.25128183175,0,1,0,0,0,0
2014-08-04,698.072698306791,0,1,0,0,0,0
2014-08-05,686.651118672334,0,1,0,0,0,0
2014-08-06,716.477063899978,0,1,0,0,0,0
2014-08-07,716.105540961349,0,1,0,0,0,0
2014-08-08,758.990490310671,0,1,0,0,0,0
2014-08-09,874.906746085002,0,1,0,0,0,0
2014-08-10,745.259273774263,0,1,0,0,0,0
2014-08-11,653.868277321944,0,1,0,0,0,0
2014-08-12,664.240810149929,0,1,0,0,0,0
2014-08-13,677.282564266312,0,1,0,0,0,0
2014-08-14,678.815717852276,0,1,0,0,0,0
2014-08-15,693.284904927365,0,1,0,0,0,0
2014-08-16,799.707903247338,0,1,0,0,0,0
2014-08-18,764.810921387808,0,1,0,0,0,0
2014-08-19,628.966445772187,0,1,0,0,0,0
2014-08-20,643.938175647555,0,1,0,0,0,0
2014-08-21,619.405496973352,0,1,0,0,0,0
2014-08-22,648.097075152002,0,1,0,0,0,0
2014-08-23,811.164148879375,0,1,0,0,0,0
2014-08-24,861.503164156281,0,1,0,0,0,0
2014-08-25,453.730646773893,0,1,0,0,0,0
2014-08-26,468.647046949547,0,1,0,0,0,0
2014-08-27,552.631235154782,0,1,0,0,0,0
2014-08-28,531.716288092032,0,1,0,0,0,0
2014-08-29,523.697281303577,0,1,0,0,0,0
2014-08-30,663.358329683797,0,1,0,0,0,0
2014-08-31,636.485647070072,0,1,0,0,0,0
2014-09-01,482.354587353566,0,1,0,0,0,0
2014-09-02,458.402237519055,0,1,0,0,0,0
2014-09-03,472.100194205842,0,1,0,0,0,0
